query,label,optimization_success,ues_bounds,ues_final_bound,optimization_time,ues_join_path
SELECT COUNT(*) FROM aka_name AS an JOIN name AS n ON an.person_id = n.id AND n.gender = 'f' AND n.name LIKE '%Angel%' JOIN cast_info AS ci ON n.id = ci.person_id AND an.person_id = ci.person_id AND ci.note = '(voice)' JOIN role_type AS rt ON ci.role_id = rt.id AND rt.role = 'actress' JOIN title AS t ON ci.movie_id = t.id AND t.production_year BETWEEN 2007 AND 2010 JOIN char_name AS chn ON chn.id = ci.person_role_id JOIN movie_companies AS mc ON t.id = mc.movie_id AND ci.movie_id = mc.movie_id AND mc.note LIKE '%(200%)%' AND (mc.note LIKE '%(USA)%' OR mc.note LIKE '%(worldwide)%') JOIN company_name AS cn ON mc.company_id = cn.id AND cn.country_code = '[us]',9b,True,"[{""join"": [""aka_name AS an""], ""join_bound"": 145479, ""intermediate_bound"": 0, ""candidate_table"": ""aka_name AS an"", ""candidate_bound"": 145479, ""index_available"": false}, {""join"": [""aka_name AS an"", ""name AS n""], ""join_bound"": 145479, ""intermediate_bound"": 145479, ""candidate_table"": ""name AS n"", ""candidate_bound"": 8406, ""index_available"": true}, {""join"": [""aka_name AS an"", ""name AS n"", ""cast_info AS ci""], ""join_bound"": 21926211, ""intermediate_bound"": 145479, ""candidate_table"": ""cast_info AS ci"", ""candidate_bound"": 1305439, ""index_available"": false}, {""join"": [""aka_name AS an"", ""name AS n"", ""cast_info AS ci"", ""role_type AS rt""], ""join_bound"": 636859, ""intermediate_bound"": 21926211, ""candidate_table"": ""role_type AS rt"", ""candidate_bound"": 1, ""index_available"": true}, {""join"": [""aka_name AS an"", ""name AS n"", ""cast_info AS ci"", ""role_type AS rt"", ""title AS t""], ""join_bound"": 636859, ""intermediate_bound"": 636859, ""candidate_table"": ""title AS t"", ""candidate_bound"": 653290, ""index_available"": true}, {""join"": [""aka_name AS an"", ""name AS n"", ""cast_info AS ci"", ""role_type AS rt"", ""title AS t"", ""char_name AS chn""], ""join_bound"": 636859, ""intermediate_bound"": 636859, ""candidate_table"": ""char_name AS chn"", ""candidate_bound"": 4314872, ""index_available"": true}, {""join"": [""aka_name AS an"", ""name AS n"", ""cast_info AS ci"", ""role_type AS rt"", ""title AS t"", ""char_name AS chn"", ""movie_companies AS mc""], ""join_bound"": 89205309, ""intermediate_bound"": 636859, ""candidate_table"": ""movie_companies AS mc"", ""candidate_bound"": 245562, ""index_available"": false}, {""join"": [""aka_name AS an"", ""name AS n"", ""cast_info AS ci"", ""role_type AS rt"", ""title AS t"", ""char_name AS chn"", ""movie_companies AS mc"", ""company_name AS cn""], ""join_bound"": 245562, ""intermediate_bound"": 89205309, ""candidate_table"": ""company_name AS cn"", ""candidate_bound"": 138946, ""index_available"": true}]",89205309,0.022884,an n ci rt t chn mc cn
"SELECT COUNT(*) FROM cast_info AS ci JOIN role_type AS rt ON ci.role_id = rt.id AND rt.role = 'actress' AND ci.note IN ('(voice)', '(voice: Japanese version)', '(voice) (uncredited)', '(voice: English version)') JOIN name AS n ON n.id = ci.person_id AND n.gender = 'f' AND n.name LIKE '%An%' JOIN char_name AS chn ON chn.id = ci.person_role_id JOIN title AS t ON ci.movie_id = t.id JOIN aka_name AS an ON an.person_id = n.id AND an.person_id = ci.person_id JOIN movie_companies AS mc ON t.id = mc.movie_id AND ci.movie_id = mc.movie_id JOIN company_name AS cn ON mc.company_id = cn.id AND cn.country_code = '[us]'",9c,True,"[{""join"": [""cast_info AS ci""], ""join_bound"": 663031, ""intermediate_bound"": 0, ""candidate_table"": ""cast_info AS ci"", ""candidate_bound"": 663031, ""index_available"": false}, {""join"": [""cast_info AS ci"", ""role_type AS rt""], ""join_bound"": 663031, ""intermediate_bound"": 663031, ""candidate_table"": ""role_type AS rt"", ""candidate_bound"": 1, ""index_available"": true}, {""join"": [""cast_info AS ci"", ""role_type AS rt"", ""name AS n""], ""join_bound"": 663031, ""intermediate_bound"": 663031, ""candidate_table"": ""name AS n"", ""candidate_bound"": 75927, ""index_available"": true}, {""join"": [""cast_info AS ci"", ""role_type AS rt"", ""name AS n"", ""char_name AS chn""], ""join_bound"": 663031, ""intermediate_bound"": 663031, ""candidate_table"": ""char_name AS chn"", ""candidate_bound"": 4314872, ""index_available"": true}, {""join"": [""cast_info AS ci"", ""role_type AS rt"", ""name AS n"", ""char_name AS chn"", ""title AS t""], ""join_bound"": 663031, ""intermediate_bound"": 663031, ""candidate_table"": ""title AS t"", ""candidate_bound"": 4736114, ""index_available"": true}, {""join"": [""cast_info AS ci"", ""role_type AS rt"", ""name AS n"", ""char_name AS chn"", ""title AS t"", ""aka_name AS an""], ""join_bound"": 22827279, ""intermediate_bound"": 663031, ""candidate_table"": ""aka_name AS an"", ""candidate_bound"": 1312273, ""index_available"": false}, {""join"": [""cast_info AS ci"", ""role_type AS rt"", ""name AS n"", ""char_name AS chn"", ""title AS t"", ""aka_name AS an"", ""movie_companies AS mc""], ""join_bound"": 2369882648, ""intermediate_bound"": 22827279, ""candidate_table"": ""movie_companies AS mc"", ""candidate_bound"": 4958296, ""index_available"": false}, {""join"": [""cast_info AS ci"", ""role_type AS rt"", ""name AS n"", ""char_name AS chn"", ""title AS t"", ""aka_name AS an"", ""movie_companies AS mc"", ""company_name AS cn""], ""join_bound"": 4958296, ""intermediate_bound"": 2369882648, ""candidate_table"": ""company_name AS cn"", ""candidate_bound"": 138946, ""index_available"": true}]",2369882648,0.02383,ci rt n chn t an mc cn
"SELECT COUNT(*) FROM cast_info AS ci JOIN role_type AS rt ON ci.role_id = rt.id AND rt.role = 'actress' AND ci.note IN ('(voice)', '(voice: Japanese version)', '(voice) (uncredited)', '(voice: English version)') JOIN name AS n ON n.id = ci.person_id AND n.gender = 'f' JOIN char_name AS chn ON chn.id = ci.person_role_id JOIN title AS t ON ci.movie_id = t.id JOIN aka_name AS an ON an.person_id = n.id AND an.person_id = ci.person_id JOIN movie_companies AS mc ON t.id = mc.movie_id AND ci.movie_id = mc.movie_id JOIN company_name AS cn ON mc.company_id = cn.id AND cn.country_code = '[us]'",9d,True,"[{""join"": [""cast_info AS ci""], ""join_bound"": 663031, ""intermediate_bound"": 0, ""candidate_table"": ""cast_info AS ci"", ""candidate_bound"": 663031, ""index_available"": false}, {""join"": [""cast_info AS ci"", ""role_type AS rt""], ""join_bound"": 663031, ""intermediate_bound"": 663031, ""candidate_table"": ""role_type AS rt"", ""candidate_bound"": 1, ""index_available"": true}, {""join"": [""cast_info AS ci"", ""role_type AS rt"", ""name AS n""], ""join_bound"": 663031, ""intermediate_bound"": 663031, ""candidate_table"": ""name AS n"", ""candidate_bound"": 1494905, ""index_available"": true}, {""join"": [""cast_info AS ci"", ""role_type AS rt"", ""name AS n"", ""char_name AS chn""], ""join_bound"": 663031, ""intermediate_bound"": 663031, ""candidate_table"": ""char_name AS chn"", ""candidate_bound"": 4314872, ""index_available"": true}, {""join"": [""cast_info AS ci"", ""role_type AS rt"", ""name AS n"", ""char_name AS chn"", ""title AS t""], ""join_bound"": 663031, ""intermediate_bound"": 663031, ""candidate_table"": ""title AS t"", ""candidate_bound"": 4736114, ""index_available"": true}, {""join"": [""cast_info AS ci"", ""role_type AS rt"", ""name AS n"", ""char_name AS chn"", ""title AS t"", ""aka_name AS an""], ""join_bound"": 22827279, ""intermediate_bound"": 663031, ""candidate_table"": ""aka_name AS an"", ""candidate_bound"": 1312273, ""index_available"": false}, {""join"": [""cast_info AS ci"", ""role_type AS rt"", ""name AS n"", ""char_name AS chn"", ""title AS t"", ""aka_name AS an"", ""movie_companies AS mc""], ""join_bound"": 2369882648, ""intermediate_bound"": 22827279, ""candidate_table"": ""movie_companies AS mc"", ""candidate_bound"": 4958296, ""index_available"": false}, {""join"": [""cast_info AS ci"", ""role_type AS rt"", ""name AS n"", ""char_name AS chn"", ""title AS t"", ""aka_name AS an"", ""movie_companies AS mc"", ""company_name AS cn""], ""join_bound"": 4958296, ""intermediate_bound"": 2369882648, ""candidate_table"": ""company_name AS cn"", ""candidate_bound"": 138946, ""index_available"": true}]",2369882648,0.023231,ci rt n chn t an mc cn
SELECT COUNT(*) FROM cast_info AS ci JOIN role_type AS rt ON rt.id = ci.role_id AND rt.role = 'actor' AND ci.note LIKE '%(voice)%' AND ci.note LIKE '%(uncredited)%' JOIN title AS t ON t.id = ci.movie_id AND t.production_year > 2005 JOIN char_name AS chn ON chn.id = ci.person_role_id JOIN movie_companies AS mc ON t.id = mc.movie_id AND ci.movie_id = mc.movie_id JOIN company_type AS ct ON ct.id = mc.company_type_id JOIN company_name AS cn ON cn.id = mc.company_id AND cn.country_code = '[ru]',10a,True,"[{""join"": [""cast_info AS ci""], ""join_bound"": 63487, ""intermediate_bound"": 0, ""candidate_table"": ""cast_info AS ci"", ""candidate_bound"": 63487, ""index_available"": false}, {""join"": [""cast_info AS ci"", ""role_type AS rt""], ""join_bound"": 63487, ""intermediate_bound"": 63487, ""candidate_table"": ""role_type AS rt"", ""candidate_bound"": 1, ""index_available"": true}, {""join"": [""cast_info AS ci"", ""role_type AS rt"", ""title AS t""], ""join_bound"": 63487, ""intermediate_bound"": 63487, ""candidate_table"": ""title AS t"", ""candidate_bound"": 2539122, ""index_available"": true}, {""join"": [""cast_info AS ci"", ""role_type AS rt"", ""title AS t"", ""char_name AS chn""], ""join_bound"": 63487, ""intermediate_bound"": 63487, ""candidate_table"": ""char_name AS chn"", ""candidate_bound"": 4314872, ""index_available"": true}, {""join"": [""cast_info AS ci"", ""role_type AS rt"", ""title AS t"", ""char_name AS chn"", ""movie_companies AS mc""], ""join_bound"": 6591094, ""intermediate_bound"": 63487, ""candidate_table"": ""movie_companies AS mc"", ""candidate_bound"": 4958296, ""index_available"": false}, {""join"": [""cast_info AS ci"", ""role_type AS rt"", ""title AS t"", ""char_name AS chn"", ""movie_companies AS mc"", ""company_type AS ct""], ""join_bound"": 4493281, ""intermediate_bound"": 6591094, ""candidate_table"": ""company_type AS ct"", ""candidate_bound"": 4, ""index_available"": true}, {""join"": [""cast_info AS ci"", ""role_type AS rt"", ""title AS t"", ""char_name AS chn"", ""movie_companies AS mc"", ""company_type AS ct"", ""company_name AS cn""], ""join_bound"": 4493281, ""intermediate_bound"": 4493281, ""candidate_table"": ""company_name AS cn"", ""candidate_bound"": 2430, ""index_available"": true}]",6591094,0.013664,ci rt t chn mc ct cn
SELECT COUNT(*) FROM cast_info AS ci JOIN role_type AS rt ON rt.id = ci.role_id AND rt.role = 'actor' AND ci.note LIKE '%(producer)%' JOIN title AS t ON t.id = ci.movie_id AND t.production_year > 2010 JOIN char_name AS chn ON chn.id = ci.person_role_id JOIN movie_companies AS mc ON t.id = mc.movie_id AND ci.movie_id = mc.movie_id JOIN company_type AS ct ON ct.id = mc.company_type_id JOIN company_name AS cn ON cn.id = mc.company_id AND cn.country_code = '[ru]',10b,True,"[{""join"": [""cast_info AS ci""], ""join_bound"": 773552, ""intermediate_bound"": 0, ""candidate_table"": ""cast_info AS ci"", ""candidate_bound"": 773552, ""index_available"": false}, {""join"": [""cast_info AS ci"", ""role_type AS rt""], ""join_bound"": 773552, ""intermediate_bound"": 773552, ""candidate_table"": ""role_type AS rt"", ""candidate_bound"": 1, ""index_available"": true}, {""join"": [""cast_info AS ci"", ""role_type AS rt"", ""title AS t""], ""join_bound"": 773552, ""intermediate_bound"": 773552, ""candidate_table"": ""title AS t"", ""candidate_bound"": 1752517, ""index_available"": true}, {""join"": [""cast_info AS ci"", ""role_type AS rt"", ""title AS t"", ""char_name AS chn""], ""join_bound"": 773552, ""intermediate_bound"": 773552, ""candidate_table"": ""char_name AS chn"", ""candidate_bound"": 4314872, ""index_available"": true}, {""join"": [""cast_info AS ci"", ""role_type AS rt"", ""title AS t"", ""char_name AS chn"", ""movie_companies AS mc""], ""join_bound"": 56669929, ""intermediate_bound"": 773552, ""candidate_table"": ""movie_companies AS mc"", ""candidate_bound"": 4958296, ""index_available"": false}, {""join"": [""cast_info AS ci"", ""role_type AS rt"", ""title AS t"", ""char_name AS chn"", ""movie_companies AS mc"", ""company_type AS ct""], ""join_bound"": 4493281, ""intermediate_bound"": 56669929, ""candidate_table"": ""company_type AS ct"", ""candidate_bound"": 4, ""index_available"": true}, {""join"": [""cast_info AS ci"", ""role_type AS rt"", ""title AS t"", ""char_name AS chn"", ""movie_companies AS mc"", ""company_type AS ct"", ""company_name AS cn""], ""join_bound"": 4493281, ""intermediate_bound"": 4493281, ""candidate_table"": ""company_name AS cn"", ""candidate_bound"": 2430, ""index_available"": true}]",56669929,0.013533,ci rt t chn mc ct cn
SELECT COUNT(*) FROM cast_info AS ci JOIN role_type AS rt ON rt.id = ci.role_id AND ci.note LIKE '%(producer)%' JOIN title AS t ON t.id = ci.movie_id AND t.production_year > 1990 JOIN char_name AS chn ON chn.id = ci.person_role_id JOIN movie_companies AS mc ON t.id = mc.movie_id AND ci.movie_id = mc.movie_id JOIN company_type AS ct ON ct.id = mc.company_type_id JOIN company_name AS cn ON cn.id = mc.company_id AND cn.country_code = '[us]',10c,True,"[{""join"": [""cast_info AS ci""], ""join_bound"": 2809064, ""intermediate_bound"": 0, ""candidate_table"": ""cast_info AS ci"", ""candidate_bound"": 2809064, ""index_available"": false}, {""join"": [""cast_info AS ci"", ""role_type AS rt""], ""join_bound"": 2809064, ""intermediate_bound"": 2809064, ""candidate_table"": ""role_type AS rt"", ""candidate_bound"": 12, ""index_available"": true}, {""join"": [""cast_info AS ci"", ""role_type AS rt"", ""title AS t""], ""join_bound"": 2809064, ""intermediate_bound"": 2809064, ""candidate_table"": ""title AS t"", ""candidate_bound"": 3505877, ""index_available"": true}, {""join"": [""cast_info AS ci"", ""role_type AS rt"", ""title AS t"", ""char_name AS chn""], ""join_bound"": 2809064, ""intermediate_bound"": 2809064, ""candidate_table"": ""char_name AS chn"", ""candidate_bound"": 4314872, ""index_available"": true}, {""join"": [""cast_info AS ci"", ""role_type AS rt"", ""title AS t"", ""char_name AS chn"", ""movie_companies AS mc""], ""join_bound"": 158445529, ""intermediate_bound"": 2809064, ""candidate_table"": ""movie_companies AS mc"", ""candidate_bound"": 4958296, ""index_available"": false}, {""join"": [""cast_info AS ci"", ""role_type AS rt"", ""title AS t"", ""char_name AS chn"", ""movie_companies AS mc"", ""company_type AS ct""], ""join_bound"": 4958296, ""intermediate_bound"": 158445529, ""candidate_table"": ""company_type AS ct"", ""candidate_bound"": 4, ""index_available"": true}, {""join"": [""cast_info AS ci"", ""role_type AS rt"", ""title AS t"", ""char_name AS chn"", ""movie_companies AS mc"", ""company_type AS ct"", ""company_name AS cn""], ""join_bound"": 4958296, ""intermediate_bound"": 4958296, ""candidate_table"": ""company_name AS cn"", ""candidate_bound"": 138946, ""index_available"": true}]",158445529,0.013017,ci rt t chn mc ct cn
"SELECT COUNT(*) FROM movie_link AS ml JOIN link_type AS lt ON lt.id = ml.link_type_id AND lt.link LIKE '%follow%' JOIN title AS t ON ml.movie_id = t.id AND t.production_year BETWEEN 1950 AND 2000 JOIN (SELECT k.id AS k_id, mk.movie_id AS mk_movie_id, mk.keyword_id AS mk_keyword_id FROM movie_keyword AS mk JOIN keyword AS k ON mk.keyword_id = k.id AND k.keyword = 'sequel') AS k_mk ON t.id = k_mk.mk_movie_id AND ml.movie_id = k_mk.mk_movie_id JOIN movie_companies AS mc ON t.id = mc.movie_id AND ml.movie_id = mc.movie_id AND k_mk.mk_movie_id = mc.movie_id AND mc.note IS NULL JOIN company_type AS ct ON mc.company_type_id = ct.id AND ct.kind = 'production companies' JOIN company_name AS cn ON mc.company_id = cn.id AND cn.country_code <> '[pl]' AND (cn.name LIKE '%Film%' OR cn.name LIKE '%Warner%')",11a,True,"[{""join"": [""movie_keyword AS mk""], ""join_bound"": 7480087, ""intermediate_bound"": 0, ""candidate_table"": ""movie_keyword AS mk"", ""candidate_bound"": 7480087, ""index_available"": false}, {""join"": [""movie_keyword AS mk"", ""keyword AS k""], ""join_bound"": 6984, ""intermediate_bound"": 7480087, ""candidate_table"": ""keyword AS k"", ""candidate_bound"": 1, ""index_available"": true}, {""join"": [""movie_link AS ml""], ""join_bound"": 3918, ""intermediate_bound"": 0, ""candidate_table"": ""movie_link AS ml"", ""candidate_bound"": 3918, ""index_available"": false}, {""join"": [""movie_link AS ml"", ""link_type AS lt""], ""join_bound"": 3918, ""intermediate_bound"": 3918, ""candidate_table"": ""link_type AS lt"", ""candidate_bound"": 2, ""index_available"": true}, {""join"": [""movie_link AS ml"", ""link_type AS lt"", ""title AS t""], ""join_bound"": 3918, ""intermediate_bound"": 3918, ""candidate_table"": ""title AS t"", ""candidate_bound"": 1242655, ""index_available"": true}, {""join"": [""movie_link AS ml"", ""link_type AS lt"", ""title AS t"", ""movie_keyword AS mk"", ""keyword AS k""], ""join_bound"": 109972, ""intermediate_bound"": 3918, ""candidate_table"": ""[movie_keyword AS mk, keyword AS k]"", ""candidate_bound"": 6984, ""index_available"": false}, {""join"": [""movie_link AS ml"", ""link_type AS lt"", ""title AS t"", ""movie_keyword AS mk"", ""keyword AS k"", ""movie_companies AS mc""], ""join_bound"": 11471950, ""intermediate_bound"": 109972, ""candidate_table"": ""movie_companies AS mc"", ""candidate_bound"": 2669657, ""index_available"": false}, {""join"": [""movie_link AS ml"", ""link_type AS lt"", ""title AS t"", ""movie_keyword AS mk"", ""keyword AS k"", ""movie_companies AS mc"", ""company_type AS ct""], ""join_bound"": 2669657, ""intermediate_bound"": 11471950, ""candidate_table"": ""company_type AS ct"", ""candidate_bound"": 1, ""index_available"": true}, {""join"": [""movie_link AS ml"", ""link_type AS lt"", ""title AS t"", ""movie_keyword AS mk"", ""keyword AS k"", ""movie_companies AS mc"", ""company_type AS ct"", ""company_name AS cn""], ""join_bound"": 2669657, ""intermediate_bound"": 2669657, ""candidate_table"": ""company_name AS cn"", ""candidate_bound"": 71322, ""index_available"": true}]",11471950,0.022384,ml lt t (mk k) mc ct cn
"SELECT COUNT(*) FROM movie_link AS ml JOIN link_type AS lt ON lt.id = ml.link_type_id AND lt.link LIKE '%follows%' JOIN title AS t ON ml.movie_id = t.id AND t.production_year = 1998 AND t.title LIKE '%Money%' JOIN (SELECT k.id AS k_id, mk.movie_id AS mk_movie_id, mk.keyword_id AS mk_keyword_id FROM movie_keyword AS mk JOIN keyword AS k ON mk.keyword_id = k.id AND k.keyword = 'sequel') AS k_mk ON t.id = k_mk.mk_movie_id AND ml.movie_id = k_mk.mk_movie_id JOIN movie_companies AS mc ON t.id = mc.movie_id AND ml.movie_id = mc.movie_id AND k_mk.mk_movie_id = mc.movie_id AND mc.note IS NULL JOIN company_type AS ct ON mc.company_type_id = ct.id AND ct.kind = 'production companies' JOIN company_name AS cn ON mc.company_id = cn.id AND cn.country_code <> '[pl]' AND (cn.name LIKE '%Film%' OR cn.name LIKE '%Warner%')",11b,True,"[{""join"": [""movie_keyword AS mk""], ""join_bound"": 7480087, ""intermediate_bound"": 0, ""candidate_table"": ""movie_keyword AS mk"", ""candidate_bound"": 7480087, ""index_available"": false}, {""join"": [""movie_keyword AS mk"", ""keyword AS k""], ""join_bound"": 6984, ""intermediate_bound"": 7480087, ""candidate_table"": ""keyword AS k"", ""candidate_bound"": 1, ""index_available"": true}, {""join"": [""movie_link AS ml""], ""join_bound"": 1663, ""intermediate_bound"": 0, ""candidate_table"": ""movie_link AS ml"", ""candidate_bound"": 1663, ""index_available"": false}, {""join"": [""movie_link AS ml"", ""link_type AS lt""], ""join_bound"": 1663, ""intermediate_bound"": 1663, ""candidate_table"": ""link_type AS lt"", ""candidate_bound"": 1, ""index_available"": true}, {""join"": [""movie_link AS ml"", ""link_type AS lt"", ""title AS t""], ""join_bound"": 1663, ""intermediate_bound"": 1663, ""candidate_table"": ""title AS t"", ""candidate_bound"": 39, ""index_available"": true}, {""join"": [""movie_link AS ml"", ""link_type AS lt"", ""title AS t"", ""movie_keyword AS mk"", ""keyword AS k""], ""join_bound"": 94914, ""intermediate_bound"": 1663, ""candidate_table"": ""[movie_keyword AS mk, keyword AS k]"", ""candidate_bound"": 6984, ""index_available"": false}, {""join"": [""movie_link AS ml"", ""link_type AS lt"", ""title AS t"", ""movie_keyword AS mk"", ""keyword AS k"", ""movie_companies AS mc""], ""join_bound"": 9901144, ""intermediate_bound"": 94914, ""candidate_table"": ""movie_companies AS mc"", ""candidate_bound"": 2669657, ""index_available"": false}, {""join"": [""movie_link AS ml"", ""link_type AS lt"", ""title AS t"", ""movie_keyword AS mk"", ""keyword AS k"", ""movie_companies AS mc"", ""company_type AS ct""], ""join_bound"": 2669657, ""intermediate_bound"": 9901144, ""candidate_table"": ""company_type AS ct"", ""candidate_bound"": 1, ""index_available"": true}, {""join"": [""movie_link AS ml"", ""link_type AS lt"", ""title AS t"", ""movie_keyword AS mk"", ""keyword AS k"", ""movie_companies AS mc"", ""company_type AS ct"", ""company_name AS cn""], ""join_bound"": 2669657, ""intermediate_bound"": 2669657, ""candidate_table"": ""company_name AS cn"", ""candidate_bound"": 71322, ""index_available"": true}]",9901144,0.022985,ml lt t (mk k) mc ct cn
"SELECT COUNT(*) FROM movie_keyword AS mk JOIN keyword AS k ON mk.keyword_id = k.id AND k.keyword IN ('sequel', 'revenge', 'based-on-novel') JOIN title AS t ON t.id = mk.movie_id AND t.production_year > 1950 JOIN movie_link AS ml ON ml.movie_id = t.id AND ml.movie_id = mk.movie_id JOIN link_type AS lt ON lt.id = ml.link_type_id JOIN movie_companies AS mc ON t.id = mc.movie_id AND ml.movie_id = mc.movie_id AND mk.movie_id = mc.movie_id AND mc.note IS NOT NULL JOIN company_type AS ct ON mc.company_type_id = ct.id AND ct.kind <> 'production companies' AND ct.kind IS NOT NULL JOIN company_name AS cn ON mc.company_id = cn.id AND cn.country_code <> '[pl]' AND (cn.name LIKE '20th Century Fox%' OR cn.name LIKE 'Twentieth Century Fox%')",11c,True,"[{""join"": [""movie_keyword AS mk""], ""join_bound"": 20950, ""intermediate_bound"": 0, ""candidate_table"": ""movie_keyword AS mk"", ""candidate_bound"": 20950, ""index_available"": false}, {""join"": [""movie_keyword AS mk"", ""keyword AS k""], ""join_bound"": 20950, ""intermediate_bound"": 20950, ""candidate_table"": ""keyword AS k"", ""candidate_bound"": 3, ""index_available"": true}, {""join"": [""movie_keyword AS mk"", ""keyword AS k"", ""title AS t""], ""join_bound"": 20950, ""intermediate_bound"": 20950, ""candidate_table"": ""title AS t"", ""candidate_bound"": 4247643, ""index_available"": true}, {""join"": [""movie_keyword AS mk"", ""keyword AS k"", ""title AS t"", ""movie_link AS ml""], ""join_bound"": 678417, ""intermediate_bound"": 20950, ""candidate_table"": ""movie_link AS ml"", ""candidate_bound"": 29997, ""index_available"": false}, {""join"": [""movie_keyword AS mk"", ""keyword AS k"", ""title AS t"", ""movie_link AS ml"", ""link_type AS lt""], ""join_bound"": 29997, ""intermediate_bound"": 678417, ""candidate_table"": ""link_type AS lt"", ""candidate_bound"": 18, ""index_available"": true}, {""join"": [""movie_keyword AS mk"", ""keyword AS k"", ""title AS t"", ""movie_link AS ml"", ""link_type AS lt"", ""movie_companies AS mc""], ""join_bound"": 70757459, ""intermediate_bound"": 29997, ""candidate_table"": ""movie_companies AS mc"", ""candidate_bound"": 2288639, ""index_available"": false}, {""join"": [""movie_keyword AS mk"", ""keyword AS k"", ""title AS t"", ""movie_link AS ml"", ""link_type AS lt"", ""movie_companies AS mc"", ""company_type AS ct""], ""join_bound"": 446201, ""intermediate_bound"": 70757459, ""candidate_table"": ""company_type AS ct"", ""candidate_bound"": 3, ""index_available"": true}, {""join"": [""movie_keyword AS mk"", ""keyword AS k"", ""title AS t"", ""movie_link AS ml"", ""link_type AS lt"", ""movie_companies AS mc"", ""company_type AS ct"", ""company_name AS cn""], ""join_bound"": 446201, ""intermediate_bound"": 446201, ""candidate_table"": ""company_name AS cn"", ""candidate_bound"": 96, ""index_available"": true}]",70757459,0.022824,mk k t ml lt mc ct cn
"SELECT COUNT(*) FROM movie_keyword AS mk JOIN keyword AS k ON mk.keyword_id = k.id AND k.keyword IN ('sequel', 'revenge', 'based-on-novel') JOIN title AS t ON t.id = mk.movie_id AND t.production_year > 1950 JOIN movie_link AS ml ON ml.movie_id = t.id AND ml.movie_id = mk.movie_id JOIN link_type AS lt ON lt.id = ml.link_type_id JOIN movie_companies AS mc ON t.id = mc.movie_id AND ml.movie_id = mc.movie_id AND mk.movie_id = mc.movie_id AND mc.note IS NOT NULL JOIN company_type AS ct ON mc.company_type_id = ct.id AND ct.kind <> 'production companies' AND ct.kind IS NOT NULL JOIN company_name AS cn ON mc.company_id = cn.id AND cn.country_code <> '[pl]'",11d,True,"[{""join"": [""movie_keyword AS mk""], ""join_bound"": 20950, ""intermediate_bound"": 0, ""candidate_table"": ""movie_keyword AS mk"", ""candidate_bound"": 20950, ""index_available"": false}, {""join"": [""movie_keyword AS mk"", ""keyword AS k""], ""join_bound"": 20950, ""intermediate_bound"": 20950, ""candidate_table"": ""keyword AS k"", ""candidate_bound"": 3, ""index_available"": true}, {""join"": [""movie_keyword AS mk"", ""keyword AS k"", ""title AS t""], ""join_bound"": 20950, ""intermediate_bound"": 20950, ""candidate_table"": ""title AS t"", ""candidate_bound"": 4247643, ""index_available"": true}, {""join"": [""movie_keyword AS mk"", ""keyword AS k"", ""title AS t"", ""movie_link AS ml""], ""join_bound"": 678417, ""intermediate_bound"": 20950, ""candidate_table"": ""movie_link AS ml"", ""candidate_bound"": 29997, ""index_available"": false}, {""join"": [""movie_keyword AS mk"", ""keyword AS k"", ""title AS t"", ""movie_link AS ml"", ""link_type AS lt""], ""join_bound"": 29997, ""intermediate_bound"": 678417, ""candidate_table"": ""link_type AS lt"", ""candidate_bound"": 18, ""index_available"": true}, {""join"": [""movie_keyword AS mk"", ""keyword AS k"", ""title AS t"", ""movie_link AS ml"", ""link_type AS lt"", ""movie_companies AS mc""], ""join_bound"": 70757459, ""intermediate_bound"": 29997, ""candidate_table"": ""movie_companies AS mc"", ""candidate_bound"": 2288639, ""index_available"": false}, {""join"": [""movie_keyword AS mk"", ""keyword AS k"", ""title AS t"", ""movie_link AS ml"", ""link_type AS lt"", ""movie_companies AS mc"", ""company_type AS ct""], ""join_bound"": 2288639, ""intermediate_bound"": 70757459, ""candidate_table"": ""company_type AS ct"", ""candidate_bound"": 3, ""index_available"": true}, {""join"": [""movie_keyword AS mk"", ""keyword AS k"", ""title AS t"", ""movie_link AS ml"", ""link_type AS lt"", ""movie_companies AS mc"", ""company_type AS ct"", ""company_name AS cn""], ""join_bound"": 2288639, ""intermediate_bound"": 2288639, ""candidate_table"": ""company_name AS cn"", ""candidate_bound"": 337611, ""index_available"": true}]",70757459,0.021965,mk k t ml lt mc ct cn
