query,label,query_ues,optimization_time
"SELECT COUNT(*) 
 FROM aka_name AS an,
      char_name AS chn,
      cast_info AS ci,
      company_name AS cn,
      movie_companies AS mc,
      name AS n,
      role_type AS rt,
      title AS t
 WHERE ci.note = '(voice)'
   AND cn.country_code ='[us]'
   AND mc.note LIKE '%(200%)%'
   AND (mc.note LIKE '%(USA)%'  OR mc.note LIKE '%(worldwide)%')
   AND n.gender ='f'
   AND n.name LIKE '%Angel%'
   AND rt.role ='actress'
   AND t.production_year BETWEEN 2007 AND 2010
   AND ci.movie_id = t.id
   AND t.id = mc.movie_id
   AND ci.movie_id = mc.movie_id
   AND mc.company_id = cn.id
   AND ci.role_id = rt.id
   AND n.id = ci.person_id
   AND chn.id = ci.person_role_id
   AND an.person_id = n.id
   AND an.person_id = ci.person_id;
 
",9b,SELECT COUNT(*) FROM movie_companies AS mc JOIN company_name AS cn ON mc.company_id = cn.id AND cn.country_code = '[us]' AND mc.note LIKE '%(200%)%' AND (mc.note LIKE '%(USA)%' OR mc.note LIKE '%(worldwide)%') JOIN title AS t ON t.id = mc.movie_id AND t.production_year BETWEEN 2007 AND 2010 JOIN cast_info AS ci ON ci.movie_id = t.id AND ci.movie_id = mc.movie_id AND ci.note = '(voice)' JOIN role_type AS rt ON ci.role_id = rt.id AND rt.role = 'actress' JOIN name AS n ON n.id = ci.person_id AND n.gender = 'f' AND n.name LIKE '%Angel%' JOIN char_name AS chn ON chn.id = ci.person_role_id JOIN aka_name AS an ON an.person_id = n.id AND an.person_id = ci.person_id,0.007582
"SELECT COUNT(*) 
 FROM aka_title AS at,
      company_name AS cn,
      company_type AS ct,
      info_type AS it1,
      keyword AS k,
      movie_companies AS mc,
      movie_info AS mi,
      movie_keyword AS mk,
      title AS t
 WHERE cn.country_code = '[us]'
   AND it1.info = 'release dates'
   AND mi.note LIKE '%internet%'
   AND mi.info IS NOT NULL
   AND (mi.info LIKE 'USA:% 199%'  OR mi.info LIKE 'USA:% 200%')
   AND t.production_year > 1990
   AND t.id = at.movie_id
   AND t.id = mi.movie_id
   AND t.id = mk.movie_id
   AND t.id = mc.movie_id
   AND mk.movie_id = mi.movie_id
   AND mk.movie_id = mc.movie_id
   AND mk.movie_id = at.movie_id
   AND mi.movie_id = mc.movie_id
   AND mi.movie_id = at.movie_id
   AND mc.movie_id = at.movie_id
   AND k.id = mk.keyword_id
   AND it1.id = mi.info_type_id
   AND cn.id = mc.company_id
   AND ct.id = mc.company_type_id;
 
",15c,SELECT COUNT(*) FROM movie_info AS mi JOIN info_type AS it1 ON it1.id = mi.info_type_id AND it1.info = 'release dates' AND mi.note LIKE '%internet%' AND mi.info IS NOT NULL AND (mi.info LIKE 'USA:% 199%' OR mi.info LIKE 'USA:% 200%') JOIN title AS t ON t.id = mi.movie_id AND t.production_year > 1990 JOIN aka_title AS at ON t.id = at.movie_id AND mi.movie_id = at.movie_id JOIN movie_companies AS mc ON t.id = mc.movie_id AND mi.movie_id = mc.movie_id AND mc.movie_id = at.movie_id JOIN company_type AS ct ON ct.id = mc.company_type_id JOIN company_name AS cn ON cn.id = mc.company_id AND cn.country_code = '[us]' JOIN movie_keyword AS mk ON t.id = mk.movie_id AND mk.movie_id = mi.movie_id AND mk.movie_id = mc.movie_id AND mk.movie_id = at.movie_id JOIN keyword AS k ON k.id = mk.keyword_id,0.006408
"SELECT COUNT(*) 
 FROM aka_name AS an,
      cast_info AS ci,
      info_type AS it,
      link_type AS lt,
      movie_link AS ml,
      name AS n,
      person_info AS pi,
      title AS t
 WHERE an.name LIKE '%a%'
   AND it.info ='mini biography'
   AND lt.link ='features'
   AND n.name_pcode_cf LIKE 'D%'
   AND n.gender='m'
   AND pi.note ='Volker Boehm'
   AND t.production_year BETWEEN 1980 AND 1984
   AND n.id = an.person_id
   AND n.id = pi.person_id
   AND ci.person_id = n.id
   AND t.id = ci.movie_id
   AND ml.linked_movie_id = t.id
   AND lt.id = ml.link_type_id
   AND it.id = pi.info_type_id
   AND pi.person_id = an.person_id
   AND pi.person_id = ci.person_id
   AND an.person_id = ci.person_id
   AND ci.movie_id = ml.linked_movie_id;
 
",7b,"SELECT COUNT(*) FROM person_info AS pi JOIN info_type AS it ON it.id = pi.info_type_id AND it.info = 'mini biography' AND pi.note = 'Volker Boehm' JOIN name AS n ON n.id = pi.person_id AND n.name_pcode_cf LIKE 'D%' AND n.gender = 'm' JOIN aka_name AS an ON n.id = an.person_id AND pi.person_id = an.person_id AND an.name LIKE '%a%' JOIN cast_info AS ci ON ci.person_id = n.id AND pi.person_id = ci.person_id AND an.person_id = ci.person_id JOIN title AS t ON t.id = ci.movie_id AND t.production_year BETWEEN 1980 AND 1984 JOIN (SELECT ml.link_type_id AS ml_link_type_id, ml.linked_movie_id AS ml_linked_movie_id, lt.id AS lt_id FROM movie_link AS ml JOIN link_type AS lt ON lt.id = ml.link_type_id AND lt.link = 'features') AS lt_ml ON lt_ml.ml_linked_movie_id = t.id AND ci.movie_id = lt_ml.ml_linked_movie_id",0.011564
"SELECT COUNT(*) 
 FROM company_name AS cn,
      company_type AS ct,
      info_type AS it1,
      info_type AS it2,
      movie_companies AS mc,
      movie_info AS mi,
      movie_info_idx AS mi_idx,
      title AS t
 WHERE cn.country_code = '[us]'
   AND ct.kind = 'production companies'
   AND it1.info = 'genres'
   AND it2.info = 'rating'
   AND mi.info IN ('Drama',  'Horror')
   AND mi_idx.info > '8.0'
   AND t.production_year BETWEEN 2005 AND 2008
   AND t.id = mi.movie_id
   AND t.id = mi_idx.movie_id
   AND mi.info_type_id = it1.id
   AND mi_idx.info_type_id = it2.id
   AND t.id = mc.movie_id
   AND ct.id = mc.company_type_id
   AND cn.id = mc.company_id
   AND mc.movie_id = mi.movie_id
   AND mc.movie_id = mi_idx.movie_id
   AND mi.movie_id = mi_idx.movie_id;
 
",12a,"SELECT COUNT(*) FROM movie_info_idx AS mi_idx JOIN info_type AS it2 ON mi_idx.info_type_id = it2.id AND it2.info = 'rating' AND mi_idx.info > '8.0' JOIN title AS t ON t.id = mi_idx.movie_id AND t.production_year BETWEEN 2005 AND 2008 JOIN movie_info AS mi ON t.id = mi.movie_id AND mi.movie_id = mi_idx.movie_id AND mi.info IN ('Drama', 'Horror') JOIN info_type AS it1 ON mi.info_type_id = it1.id AND it1.info = 'genres' JOIN (SELECT mc.company_type_id AS mc_company_type_id, mc.movie_id AS mc_movie_id, mc.company_id AS mc_company_id, ct.id AS ct_id, cn.id AS cn_id FROM movie_companies AS mc JOIN company_type AS ct ON ct.id = mc.company_type_id AND ct.kind = 'production companies' JOIN company_name AS cn ON cn.id = mc.company_id AND cn.country_code = '[us]') AS cn_ct_mc ON t.id = cn_ct_mc.mc_movie_id AND cn_ct_mc.mc_movie_id = mi.movie_id AND cn_ct_mc.mc_movie_id = mi_idx.movie_id",0.007669
"SELECT COUNT(*) 
 FROM aka_name AS an,
      char_name AS chn,
      cast_info AS ci,
      company_name AS cn,
      movie_companies AS mc,
      name AS n,
      role_type AS rt,
      title AS t
 WHERE ci.note IN ('(voice)',  '(voice: Japanese version)',  '(voice) (uncredited)',  '(voice: English version)')
   AND cn.country_code ='[us]'
   AND mc.note IS NOT NULL
   AND (mc.note LIKE '%(USA)%' OR mc.note LIKE '%(worldwide)%')
   AND n.gender ='f'
   AND n.name LIKE '%Ang%'
   AND rt.role ='actress'
   AND t.production_year BETWEEN 2005 AND 2015
   AND ci.movie_id = t.id
   AND t.id = mc.movie_id
   AND ci.movie_id = mc.movie_id
   AND mc.company_id = cn.id
   AND ci.role_id = rt.id
   AND n.id = ci.person_id
   AND chn.id = ci.person_role_id
   AND an.person_id = n.id
   AND an.person_id = ci.person_id;
 
",9a,"SELECT COUNT(*) FROM aka_name AS an JOIN name AS n ON an.person_id = n.id AND n.gender = 'f' AND n.name LIKE '%Ang%' JOIN cast_info AS ci ON n.id = ci.person_id AND an.person_id = ci.person_id AND ci.note IN ('(voice)', '(voice: Japanese version)', '(voice) (uncredited)', '(voice: English version)') JOIN role_type AS rt ON ci.role_id = rt.id AND rt.role = 'actress' JOIN title AS t ON ci.movie_id = t.id AND t.production_year BETWEEN 2005 AND 2015 JOIN char_name AS chn ON chn.id = ci.person_role_id JOIN movie_companies AS mc ON t.id = mc.movie_id AND ci.movie_id = mc.movie_id AND mc.note IS NOT NULL AND (mc.note LIKE '%(USA)%' OR mc.note LIKE '%(worldwide)%') JOIN company_name AS cn ON mc.company_id = cn.id AND cn.country_code = '[us]'",0.007242
"SELECT COUNT(*) 
 FROM aka_name AS an,
      char_name AS chn,
      cast_info AS ci,
      company_name AS cn,
      info_type AS it,
      movie_companies AS mc,
      movie_info AS mi,
      name AS n,
      role_type AS rt,
      title AS t
 WHERE ci.note = '(voice)'
   AND cn.country_code ='[us]'
   AND it.info = 'release dates'
   AND mc.note LIKE '%(200%)%'
   AND (mc.note LIKE '%(USA)%' OR mc.note LIKE '%(worldwide)%')
   AND mi.info IS NOT NULL AND (mi.info LIKE 'Japan:%2007%' OR mi.info LIKE 'USA:%2008%')
   AND n.gender ='f'
   AND n.name LIKE '%Angel%'
   AND rt.role ='actress'
   AND t.production_year BETWEEN 2007 AND 2008
   AND t.title LIKE '%Kung%Fu%Panda%'
   AND t.id = mi.movie_id
   AND t.id = mc.movie_id
   AND t.id = ci.movie_id
   AND mc.movie_id = ci.movie_id
   AND mc.movie_id = mi.movie_id
   AND mi.movie_id = ci.movie_id
   AND cn.id = mc.company_id
   AND it.id = mi.info_type_id
   AND n.id = ci.person_id
   AND rt.id = ci.role_id
   AND n.id = an.person_id
   AND ci.person_id = an.person_id
   AND chn.id = ci.person_role_id;
 
",19b,SELECT COUNT(*) FROM movie_companies AS mc JOIN title AS t ON t.id = mc.movie_id AND t.production_year BETWEEN 2007 AND 2008 AND t.title LIKE '%Kung%Fu%Panda%' AND mc.note LIKE '%(200%)%' AND (mc.note LIKE '%(USA)%' OR mc.note LIKE '%(worldwide)%') JOIN company_name AS cn ON cn.id = mc.company_id AND cn.country_code = '[us]' JOIN movie_info AS mi ON t.id = mi.movie_id AND mc.movie_id = mi.movie_id AND mi.info IS NOT NULL AND (mi.info LIKE 'Japan:%2007%' OR mi.info LIKE 'USA:%2008%') JOIN info_type AS it ON it.id = mi.info_type_id AND it.info = 'release dates' JOIN cast_info AS ci ON t.id = ci.movie_id AND mc.movie_id = ci.movie_id AND mi.movie_id = ci.movie_id AND ci.note = '(voice)' JOIN role_type AS rt ON rt.id = ci.role_id AND rt.role = 'actress' JOIN name AS n ON n.id = ci.person_id AND n.gender = 'f' AND n.name LIKE '%Angel%' JOIN char_name AS chn ON chn.id = ci.person_role_id JOIN aka_name AS an ON n.id = an.person_id AND ci.person_id = an.person_id,0.010359
"SELECT COUNT(*) 
 FROM complete_cast AS cc,
      comp_cast_type AS cct1,
      comp_cast_type AS cct2,
      char_name AS chn,
      cast_info AS ci,
      info_type AS it2,
      keyword AS k,
      kind_type AS kt,
      movie_info_idx AS mi_idx,
      movie_keyword AS mk,
      name AS n,
      title AS t
 WHERE cct1.kind = 'cast'
   AND cct2.kind LIKE '%complete%'
   AND chn.name IS NOT NULL
   AND (chn.name LIKE '%man%' OR chn.name LIKE '%Man%')
   AND it2.info = 'rating'
   AND k.keyword IN ('superhero', 'marvel-comics', 'based-on-comic', 'tv-special', 'fight', 'violence', 'magnet', 'web', 'claw', 'laser')
   AND kt.kind = 'movie'
   AND t.production_year > 2000
   AND kt.id = t.kind_id
   AND t.id = mk.movie_id
   AND t.id = ci.movie_id
   AND t.id = cc.movie_id
   AND t.id = mi_idx.movie_id
   AND mk.movie_id = ci.movie_id
   AND mk.movie_id = cc.movie_id
   AND mk.movie_id = mi_idx.movie_id
   AND ci.movie_id = cc.movie_id
   AND ci.movie_id = mi_idx.movie_id
   AND cc.movie_id = mi_idx.movie_id
   AND chn.id = ci.person_role_id
   AND n.id = ci.person_id
   AND k.id = mk.keyword_id
   AND cct1.id = cc.subject_id
   AND cct2.id = cc.status_id
   AND it2.id = mi_idx.info_type_id;
 
",26c,"SELECT COUNT(*) FROM comp_cast_type AS cct1 JOIN complete_cast AS cc ON cct1.id = cc.subject_id AND cct1.kind = 'cast' JOIN title AS t ON t.id = cc.movie_id AND t.production_year > 2000 JOIN kind_type AS kt ON kt.id = t.kind_id AND kt.kind = 'movie' JOIN (SELECT mi_idx.info_type_id AS mi_idx_info_type_id, mi_idx.movie_id AS mi_idx_movie_id, it2.id AS it2_id FROM movie_info_idx AS mi_idx JOIN info_type AS it2 ON it2.id = mi_idx.info_type_id AND it2.info = 'rating') AS it2_mi_idx ON t.id = it2_mi_idx.mi_idx_movie_id AND cc.movie_id = it2_mi_idx.mi_idx_movie_id JOIN comp_cast_type AS cct2 ON cct2.id = cc.status_id AND cct2.kind LIKE '%complete%' JOIN (SELECT k.id AS k_id, mk.movie_id AS mk_movie_id, mk.keyword_id AS mk_keyword_id FROM movie_keyword AS mk JOIN keyword AS k ON k.id = mk.keyword_id AND k.keyword IN ('superhero', 'marvel-comics', 'based-on-comic', 'tv-special', 'fight', 'violence', 'magnet', 'web', 'claw', 'laser')) AS k_mk ON t.id = k_mk.mk_movie_id AND k_mk.mk_movie_id = cc.movie_id AND k_mk.mk_movie_id = it2_mi_idx.mi_idx_movie_id JOIN cast_info AS ci ON t.id = ci.movie_id AND k_mk.mk_movie_id = ci.movie_id AND ci.movie_id = cc.movie_id AND ci.movie_id = it2_mi_idx.mi_idx_movie_id JOIN char_name AS chn ON chn.id = ci.person_role_id AND chn.name IS NOT NULL AND (chn.name LIKE '%man%' OR chn.name LIKE '%Man%') JOIN name AS n ON n.id = ci.person_id",0.010037
"SELECT COUNT(*) 
 FROM cast_info AS ci,
      info_type AS it1,
      info_type AS it2,
      keyword AS k,
      movie_info AS mi,
      movie_info_idx AS mi_idx,
      movie_keyword AS mk,
      name AS n,
      title AS t
 WHERE ci.note IN ('(writer)', '(head writer)', '(written by)', '(story)',  '(story editor)')
   AND it1.info = 'genres'
   AND it2.info = 'votes'
   AND k.keyword IN ('murder', 'blood',   'gore',   'death',  'female-nudity')
   AND mi.info = 'Horror'
   AND n.gender = 'm'
   AND t.id = mi.movie_id
   AND t.id = mi_idx.movie_id
   AND t.id = ci.movie_id
   AND t.id = mk.movie_id
   AND ci.movie_id = mi.movie_id
   AND ci.movie_id = mi_idx.movie_id
   AND ci.movie_id = mk.movie_id
   AND mi.movie_id = mi_idx.movie_id
   AND mi.movie_id = mk.movie_id
   AND mi_idx.movie_id = mk.movie_id
   AND n.id = ci.person_id
   AND it1.id = mi.info_type_id
   AND it2.id = mi_idx.info_type_id
   AND k.id = mk.keyword_id;
 
",25a,"SELECT COUNT(*) FROM movie_info AS mi JOIN info_type AS it1 ON it1.id = mi.info_type_id AND it1.info = 'genres' AND mi.info = 'Horror' JOIN title AS t ON t.id = mi.movie_id JOIN (SELECT mi_idx.info_type_id AS mi_idx_info_type_id, mi_idx.movie_id AS mi_idx_movie_id, it2.id AS it2_id FROM movie_info_idx AS mi_idx JOIN info_type AS it2 ON it2.id = mi_idx.info_type_id AND it2.info = 'votes') AS it2_mi_idx ON t.id = it2_mi_idx.mi_idx_movie_id AND mi.movie_id = it2_mi_idx.mi_idx_movie_id JOIN (SELECT k.id AS k_id, mk.movie_id AS mk_movie_id, mk.keyword_id AS mk_keyword_id FROM movie_keyword AS mk JOIN keyword AS k ON k.id = mk.keyword_id AND k.keyword IN ('murder', 'blood', 'gore', 'death', 'female-nudity')) AS k_mk ON t.id = k_mk.mk_movie_id AND mi.movie_id = k_mk.mk_movie_id AND it2_mi_idx.mi_idx_movie_id = k_mk.mk_movie_id JOIN cast_info AS ci ON t.id = ci.movie_id AND ci.movie_id = mi.movie_id AND ci.movie_id = it2_mi_idx.mi_idx_movie_id AND ci.movie_id = k_mk.mk_movie_id AND ci.note IN ('(writer)', '(head writer)', '(written by)', '(story)', '(story editor)') JOIN name AS n ON n.id = ci.person_id AND n.gender = 'm'",0.006876
"SELECT COUNT(*) 
 FROM complete_cast AS cc,
      comp_cast_type AS cct1,
      comp_cast_type AS cct2,
      company_name AS cn,
      company_type AS ct,
      keyword AS k,
      link_type AS lt,
      movie_companies AS mc,
      movie_info AS mi,
      movie_keyword AS mk,
      movie_link AS ml,
      title AS t
 WHERE cct1.kind IN ('cast',  'crew')
   AND cct2.kind = 'complete'
   AND cn.country_code !='[pl]'
   AND (cn.name LIKE '%Film%'  OR cn.name LIKE '%Warner%')
   AND ct.kind ='production companies'
   AND k.keyword ='sequel'
   AND lt.link LIKE '%follow%'
   AND mc.note IS NULL
   AND mi.info IN ('Sweden',  'Germany',  'Swedish', 'German')
   AND t.production_year BETWEEN 1950 AND 2000
   AND lt.id = ml.link_type_id
   AND ml.movie_id = t.id
   AND t.id = mk.movie_id
   AND mk.keyword_id = k.id
   AND t.id = mc.movie_id
   AND mc.company_type_id = ct.id
   AND mc.company_id = cn.id
   AND mi.movie_id = t.id
   AND t.id = cc.movie_id
   AND cct1.id = cc.subject_id
   AND cct2.id = cc.status_id
   AND ml.movie_id = mk.movie_id
   AND ml.movie_id = mc.movie_id
   AND mk.movie_id = mc.movie_id
   AND ml.movie_id = mi.movie_id
   AND mk.movie_id = mi.movie_id
   AND mc.movie_id = mi.movie_id
   AND ml.movie_id = cc.movie_id
   AND mk.movie_id = cc.movie_id
   AND mc.movie_id = cc.movie_id
   AND mi.movie_id = cc.movie_id;
 
",27a,"SELECT COUNT(*) FROM comp_cast_type AS cct2 JOIN complete_cast AS cc ON cct2.id = cc.status_id AND cct2.kind = 'complete' JOIN title AS t ON t.id = cc.movie_id AND t.production_year BETWEEN 1950 AND 2000 JOIN comp_cast_type AS cct1 ON cct1.id = cc.subject_id AND cct1.kind IN ('cast', 'crew') JOIN movie_companies AS mc ON t.id = mc.movie_id AND mc.movie_id = cc.movie_id AND mc.note IS NULL JOIN company_type AS ct ON mc.company_type_id = ct.id AND ct.kind = 'production companies' JOIN company_name AS cn ON mc.company_id = cn.id AND cn.country_code <> '[pl]' AND (cn.name LIKE '%Film%' OR cn.name LIKE '%Warner%') JOIN (SELECT ml.link_type_id AS ml_link_type_id, ml.movie_id AS ml_movie_id, lt.id AS lt_id FROM movie_link AS ml JOIN link_type AS lt ON lt.id = ml.link_type_id AND lt.link LIKE '%follow%') AS lt_ml ON lt_ml.ml_movie_id = t.id AND lt_ml.ml_movie_id = mc.movie_id AND lt_ml.ml_movie_id = cc.movie_id JOIN (SELECT k.id AS k_id, mk.movie_id AS mk_movie_id, mk.keyword_id AS mk_keyword_id FROM movie_keyword AS mk JOIN keyword AS k ON mk.keyword_id = k.id AND k.keyword = 'sequel') AS k_mk ON t.id = k_mk.mk_movie_id AND lt_ml.ml_movie_id = k_mk.mk_movie_id AND k_mk.mk_movie_id = mc.movie_id AND k_mk.mk_movie_id = cc.movie_id JOIN movie_info AS mi ON mi.movie_id = t.id AND lt_ml.ml_movie_id = mi.movie_id AND k_mk.mk_movie_id = mi.movie_id AND mc.movie_id = mi.movie_id AND mi.movie_id = cc.movie_id AND mi.info IN ('Sweden', 'Germany', 'Swedish', 'German')",0.010962
"SELECT COUNT(*) 
 FROM aka_name AS an,
      cast_info AS ci,
      info_type AS it,
      link_type AS lt,
      movie_link AS ml,
      name AS n,
      person_info AS pi,
      title AS t
 WHERE an.name IS NOT NULL
   AND (an.name LIKE '%a%' OR an.name LIKE 'A%')
   AND it.info ='mini biography'
   AND lt.link IN ('references', 'referenced in', 'features', 'featured in')
   AND n.name_pcode_cf BETWEEN 'A' AND 'F'
   AND (n.gender='m' OR (n.gender = 'f' AND n.name LIKE 'A%'))
   AND pi.note IS NOT NULL
   AND t.production_year BETWEEN 1980 AND 2010
   AND n.id = an.person_id
   AND n.id = pi.person_id
   AND ci.person_id = n.id
   AND t.id = ci.movie_id
   AND ml.linked_movie_id = t.id
   AND lt.id = ml.link_type_id
   AND it.id = pi.info_type_id
   AND pi.person_id = an.person_id
   AND pi.person_id = ci.person_id
   AND an.person_id = ci.person_id
   AND ci.movie_id = ml.linked_movie_id;
 
",7c,"SELECT COUNT(*) FROM movie_link AS ml JOIN link_type AS lt ON lt.id = ml.link_type_id AND lt.link IN ('references', 'referenced in', 'features', 'featured in') JOIN title AS t ON ml.linked_movie_id = t.id AND t.production_year BETWEEN 1980 AND 2010 JOIN cast_info AS ci ON t.id = ci.movie_id AND ci.movie_id = ml.linked_movie_id JOIN name AS n ON ci.person_id = n.id AND n.name_pcode_cf BETWEEN 'A' AND 'F' AND (n.gender = 'm' OR n.gender = 'f' AND n.name LIKE 'A%') AND (n.gender = 'm' OR n.gender = 'f' AND n.name LIKE 'A%') JOIN aka_name AS an ON n.id = an.person_id AND an.person_id = ci.person_id AND an.name IS NOT NULL AND (an.name LIKE '%a%' OR an.name LIKE 'A%') JOIN person_info AS pi ON n.id = pi.person_id AND pi.person_id = an.person_id AND pi.person_id = ci.person_id AND pi.note IS NOT NULL JOIN info_type AS it ON it.id = pi.info_type_id AND it.info = 'mini biography'",0.009912
"SELECT COUNT(*) 
 FROM aka_name AS an1,
      cast_info AS ci,
      company_name AS cn,
      movie_companies AS mc,
      name AS n1,
      role_type AS rt,
      title AS t
 WHERE cn.country_code ='[us]'
   AND rt.role ='costume designer'
   AND an1.person_id = n1.id
   AND n1.id = ci.person_id
   AND ci.movie_id = t.id
   AND t.id = mc.movie_id
   AND mc.company_id = cn.id
   AND ci.role_id = rt.id
   AND an1.person_id = ci.person_id
   AND ci.movie_id = mc.movie_id;
 
",8d,"SELECT COUNT(*) FROM aka_name AS an1 JOIN name AS n1 ON an1.person_id = n1.id JOIN (SELECT rt.id AS rt_id, ci.person_id AS ci_person_id, ci.role_id AS ci_role_id, ci.movie_id AS ci_movie_id, t.id AS t_id FROM cast_info AS ci JOIN role_type AS rt ON ci.role_id = rt.id AND rt.role = 'costume designer' JOIN title AS t ON ci.movie_id = t.id) AS ci_rt_t ON n1.id = ci_rt_t.ci_person_id AND an1.person_id = ci_rt_t.ci_person_id JOIN movie_companies AS mc ON ci_rt_t.t_id = mc.movie_id AND ci_rt_t.ci_movie_id = mc.movie_id JOIN company_name AS cn ON mc.company_id = cn.id AND cn.country_code = '[us]'",0.009406
"SELECT COUNT(*) 
 FROM aka_name AS an,
      char_name AS chn,
      cast_info AS ci,
      company_name AS cn,
      movie_companies AS mc,
      name AS n,
      role_type AS rt,
      title AS t
 WHERE ci.note IN ('(voice)', '(voice: Japanese version)',  '(voice) (uncredited)',  '(voice: English version)')
   AND cn.country_code ='[us]'
   AND n.gender ='f'
   AND n.name LIKE '%An%'
  AND rt.role ='actress'
   AND ci.movie_id = t.id
   AND t.id = mc.movie_id
   AND ci.movie_id = mc.movie_id
   AND mc.company_id = cn.id
  AND ci.role_id = rt.id
  AND n.id = ci.person_id
  AND chn.id = ci.person_role_id
  AND an.person_id = n.id
  AND an.person_id = ci.person_id;
 
 
",9c,"SELECT COUNT(*) FROM aka_name AS an JOIN name AS n ON an.person_id = n.id AND n.gender = 'f' AND n.name LIKE '%An%' JOIN cast_info AS ci ON n.id = ci.person_id AND an.person_id = ci.person_id AND ci.note IN ('(voice)', '(voice: Japanese version)', '(voice) (uncredited)', '(voice: English version)') JOIN role_type AS rt ON ci.role_id = rt.id AND rt.role = 'actress' JOIN char_name AS chn ON chn.id = ci.person_role_id JOIN title AS t ON ci.movie_id = t.id JOIN movie_companies AS mc ON t.id = mc.movie_id AND ci.movie_id = mc.movie_id JOIN company_name AS cn ON mc.company_id = cn.id AND cn.country_code = '[us]'",0.004693
"SELECT COUNT(*) 
 FROM aka_name AS an,
      cast_info AS ci,
      company_name AS cn,
      keyword AS k,
      movie_companies AS mc,
      movie_keyword AS mk,
      name AS n,
      title AS t
 WHERE cn.country_code ='[us]'
   AND k.keyword ='character-name-in-title'
   AND t.episode_nr < 100
   AND an.person_id = n.id
   AND n.id = ci.person_id
   AND ci.movie_id = t.id
   AND t.id = mk.movie_id
   AND mk.keyword_id = k.id
   AND t.id = mc.movie_id
   AND mc.company_id = cn.id
   AND an.person_id = ci.person_id
   AND ci.movie_id = mc.movie_id
   AND ci.movie_id = mk.movie_id
   AND mc.movie_id = mk.movie_id;
 
",16c,SELECT COUNT(*) FROM movie_keyword AS mk JOIN keyword AS k ON mk.keyword_id = k.id AND k.keyword = 'character-name-in-title' JOIN title AS t ON t.id = mk.movie_id AND t.episode_nr < 100 JOIN movie_companies AS mc ON t.id = mc.movie_id AND mc.movie_id = mk.movie_id JOIN company_name AS cn ON mc.company_id = cn.id AND cn.country_code = '[us]' JOIN cast_info AS ci ON ci.movie_id = t.id AND ci.movie_id = mc.movie_id AND ci.movie_id = mk.movie_id JOIN name AS n ON n.id = ci.person_id JOIN aka_name AS an ON an.person_id = n.id AND an.person_id = ci.person_id,0.004103
"SELECT COUNT(*) 
 FROM aka_name AS an,
      char_name AS chn,
      cast_info AS ci,
      company_name AS cn,
      info_type AS it,
      movie_companies AS mc,
      movie_info AS mi,
      name AS n,
      role_type AS rt,
      title AS t
 WHERE ci.note IN ('(voice)', '(voice: Japanese version)', '(voice) (uncredited)', '(voice: English version)')
   AND cn.country_code ='[us]'
   AND it.info = 'release dates'
   AND mi.info IS NOT NULL
   AND (mi.info LIKE 'Japan:%200%' OR mi.info LIKE 'USA:%200%')
   AND n.gender ='f'
   AND n.name LIKE '%An%'
   AND rt.role ='actress'
   AND t.production_year > 2000
   AND t.id = mi.movie_id
   AND t.id = mc.movie_id
   AND t.id = ci.movie_id
   AND mc.movie_id = ci.movie_id
   AND mc.movie_id = mi.movie_id
   AND mi.movie_id = ci.movie_id
   AND cn.id = mc.company_id
   AND it.id = mi.info_type_id
   AND n.id = ci.person_id
   AND rt.id = ci.role_id
   AND n.id = an.person_id
   AND ci.person_id = an.person_id
   AND chn.id = ci.person_role_id;
 
",19c,"SELECT COUNT(*) FROM movie_info AS mi JOIN info_type AS it ON it.id = mi.info_type_id AND it.info = 'release dates' AND mi.info IS NOT NULL AND (mi.info LIKE 'Japan:%200%' OR mi.info LIKE 'USA:%200%') JOIN title AS t ON t.id = mi.movie_id AND t.production_year > 2000 JOIN movie_companies AS mc ON t.id = mc.movie_id AND mc.movie_id = mi.movie_id JOIN company_name AS cn ON cn.id = mc.company_id AND cn.country_code = '[us]' JOIN cast_info AS ci ON t.id = ci.movie_id AND mc.movie_id = ci.movie_id AND mi.movie_id = ci.movie_id AND ci.note IN ('(voice)', '(voice: Japanese version)', '(voice) (uncredited)', '(voice: English version)') JOIN role_type AS rt ON rt.id = ci.role_id AND rt.role = 'actress' JOIN name AS n ON n.id = ci.person_id AND n.gender = 'f' AND n.name LIKE '%An%' JOIN char_name AS chn ON chn.id = ci.person_role_id JOIN aka_name AS an ON n.id = an.person_id AND ci.person_id = an.person_id",0.007806
